,index,date,time,tweet,language,parse,Category
1412,1412,26/02/2022,08:39:39,putins psychopath tyrant like stalin saying youre doesnt mean like dares attack american wiped face planet however global conflict doesnt benefit anyone,en,putins psychopath tyrant like stalin saying youre doesnt mean like dares attack american wiped face planet however global conflict doesnt benefit anyone,_
1413,1413,26/02/2022,08:38:54,harsh suggestions eat less share small step help lot,en,harsh suggestions eat less share small step help lot,_
1414,1414,26/02/2022,08:38:30,kiev well least waved,en,kiev well least waved,_
1415,1415,26/02/2022,08:37:24,kiev thats american media isnt saying much frightening,en,kiev thats american media isnt saying much frightening,_
1416,1416,26/02/2022,08:37:23,video ukrainian mig29 launching r73 missile fighter plane ukrainewar,en,video ukrainian mig29 launching r73 missile fighter plane ukrainewar,_
1417,1417,26/02/2022,08:37:10,make love,en,make love,_
1418,1418,26/02/2022,08:36:46,turn opportunity non western countries payment systems come relying dollar transactions rates benchmarks,en,turn opportunity non western countries payment systems come relying dollar transactions rates benchmarks,_
1419,1419,26/02/2022,08:36:38,kiev early morning hours last night kiev,en,kiev early morning hours last night kiev,_
1420,1420,26/02/2022,08:35:47,dmytrokuleba spread word may affect everyone earth nuclearwar,en,dmytrokuleba spread word may affect everyone earth nuclearwar,_
1421,1421,26/02/2022,08:35:26,believe retreat unexpectedly put much better defence bargained prayersforukraine 💪💪,en,believe retreat unexpectedly put much better defence bargained prayersforukraine 💪💪,_
1422,1422,26/02/2022,08:35:17,hey yall case havent keeping current events starting usa ushas phase maskmandates really one time pointless bullshit,en,hey yall case havent keeping current events starting usa ushas phase maskmandates really one time pointless bullshit,_
1423,1423,26/02/2022,08:35:06,"breakingnews china announces ""military exercises"" southchinasea sunday tuesday china chinataiwan worldwariii",en,"breakingnews china announces ""military exercises"" southchinasea sunday tuesday china chinataiwan worldwariii",_
1424,1424,26/02/2022,08:35:06,lamestream media cnn nbcnews msnbc washingtonpost nytimes communist propaganda machine theyre soviet style media job spread disinformation theyre pushing nobody benefits except elite course,en,lamestream media cnn nbcnews msnbc washingtonpost nytimes communist propaganda machine theyre soviet style media job spread disinformation theyre pushing nobody benefits except elite course,_
1425,1425,26/02/2022,08:35:05,residential building struck missile take look 👇 ukrainerussiaconflict news,en,residential building struck missile take look 👇 ukrainerussiaconflict news,_
1426,1426,26/02/2022,08:35:05,kiev ukrainian residents inspect obliterated vehicle highway,en,kiev ukrainian residents inspect obliterated vehicle highway,_
1427,1427,26/02/2022,08:35:03,may win military social psychological sure,en,may win military social psychological sure,_
1428,1428,26/02/2022,08:34:34,momument croatia reminds similar case car overrolled tank like kiev yesterday russland ukrainian kriegineuropa kyiv,en,momument croatia reminds similar case car overrolled tank like kiev yesterday russland ukrainian kriegineuropa kyiv,_
1429,1429,26/02/2022,08:34:29,"""ill drop mf""",en,"""ill drop mf""",_
1430,1430,26/02/2022,08:34:04,leader leading front🔥 hats president volodymyr zelensky 🙏 worlds best leader🙌,en,leader leading front🔥 hats president volodymyr zelensky 🙏 worlds best leader🙌,_
1431,1431,26/02/2022,08:34:02,futuredecoded futuresmart 1 book 150 subj insight sitewill face fukayamas warless boring place,en,futuredecoded futuresmart 1 book 150 subj insight sitewill face fukayamas warless boring place,_
1432,1432,26/02/2022,08:33:58,israel palestine since 1984 ukrainewar,en,israel palestine since 1984 ukrainewar,_
1433,1433,26/02/2022,08:33:39,wsjopinion josephsternberg dictator focused expanding empire leaders focused appeasement attacks them…yet history repeats ashamed sit let ukrainians slaughtered ukraineinvasion ukrainewar,en,wsjopinion josephsternberg dictator focused expanding empire leaders focused appeasement attacks them…yet history repeats ashamed sit let ukrainians slaughtered ukraineinvasion ukrainewar,_
1434,1434,26/02/2022,08:33:39,known stuck reshare people watch dm want see whole clip help,en,known stuck reshare people watch dm want see whole clip help,_
1435,1435,26/02/2022,08:33:26,kiev pilots attacking airport daylight,en,kiev pilots attacking airport daylight,_
1436,1436,26/02/2022,08:32:44,god forbids china attacks india indian women ukrainian women,en,god forbids china attacks india indian women ukrainian women,_
1437,1437,26/02/2022,08:31:31,"breaking update announces ""military exercises"" southchinasea across 6nauticalmileradius sunday tuesday ukrainecrisis ukrainerussiacrisis russiaukrainecrisis",en,"breaking update announces ""military exercises"" southchinasea across 6nauticalmileradius sunday tuesday ukrainecrisis ukrainerussiacrisis russiaukrainecrisis",_
1438,1438,26/02/2022,08:31:18,send women would definitely fix situation screamqueens,en,send women would definitely fix situation screamqueens,_
1439,1439,26/02/2022,08:30:36,everybody getting drafted ill building empire,en,everybody getting drafted ill building empire,_
1440,1440,26/02/2022,08:30:31,kiev fully armed black shark flying neighbourhood,en,kiev fully armed black shark flying neighbourhood,_
1441,1441,26/02/2022,08:30:11,gaza one stands them😶 shame western countries america worldwariii worldwariii,en,gaza one stands them😶 shame western countries america worldwariii worldwariii,_
1442,1442,26/02/2022,08:29:56,media villian actual villian putinisawarcriminal ukrainewar still killing innocent people consideration showing wont theyll ruthless,en,media villian actual villian putinisawarcriminal ukrainewar still killing innocent people consideration showing wont theyll ruthless,_
1443,1443,26/02/2022,08:29:44,maybe people around stop listening elitist governments time people take america uk,en,maybe people around stop listening elitist governments time people take america uk,_
1444,1444,26/02/2022,08:29:34,kiev last stand,en,kiev last stand,_
1445,1445,26/02/2022,08:29:27,gender nonissue everyone equal draft cards go everyone transcontinental womenofwar femalefrontline nonbinarywreckingball equalpay4equalslay,en,gender nonissue everyone equal draft cards go everyone transcontinental womenofwar femalefrontline nonbinarywreckingball equalpay4equalslay,_
1446,1446,26/02/2022,08:29:00,volodymyrzelenskyy prime example leader country resilience showing fact hes around people instead locked special bunker blows mind ukrainewar putinisawarcriminal,en,volodymyrzelenskyy prime example leader country resilience showing fact hes around people instead locked special bunker blows mind ukrainewar putinisawarcriminal,_
1447,1447,26/02/2022,08:28:51,many new jodies made next year salute military brethren donttrustthesehoes females military,en,many new jodies made next year salute military brethren donttrustthesehoes females military,_
1448,1448,26/02/2022,08:27:51,picture speaks louder words🙂💔 worldwariii,en,picture speaks louder words🙂💔 worldwariii,_
1449,1449,26/02/2022,08:27:50,couple met october 2019 protest center kyiv rushed got married sure future holds wedding arieva fursin fighting land glory ✊🏽 славаукраїні,en,couple met october 2019 protest center kyiv rushed got married sure future holds wedding arieva fursin fighting land glory ✊🏽 славаукраїні,_
1450,1450,26/02/2022,08:27:50,ministry defence says uk sea land air forces arrived reinforce east response russias invasion ukrainewar kyiv kiev,en,ministry defence says uk sea land air forces arrived reinforce east response russias invasion ukrainewar kyiv kiev,_
1451,1451,26/02/2022,08:27:44,another day two hard resistance starts considering terrible terrible things row cannot continue naively believe escape crisis untouched selectedwisdom putinisawarcriminal,en,another day two hard resistance starts considering terrible terrible things row cannot continue naively believe escape crisis untouched selectedwisdom putinisawarcriminal,_
1452,1452,26/02/2022,08:27:40,90 percent confirmed turkey bans warships blacksea incase goes rambo turkey sea turkey get involved turning naval ultimately luring,en,90 percent confirmed turkey bans warships blacksea incase goes rambo turkey sea turkey get involved turning naval ultimately luring,_
1453,1453,26/02/2022,08:27:23,starting see fruits petrol prices increased due high crude price next food suffering wars nothing gaddafis africa could seen united independent continent nomore,en,starting see fruits petrol prices increased due high crude price next food suffering wars nothing gaddafis africa could seen united independent continent nomore,_
1454,1454,26/02/2022,08:27:16,chawe ayaz abro jacobabad waro 💔 solution unirantsss,en,chawe ayaz abro jacobabad waro 💔 solution unirantsss,_
1455,1455,26/02/2022,08:27:09,oh surely end prayforukrain,en,oh surely end prayforukrain,_
1456,1456,26/02/2022,08:26:57,chernihiv locals stopped tank ukrainewar,en,chernihiv locals stopped tank ukrainewar,_
1457,1457,26/02/2022,08:26:14,whats opinion current situation regardless fake propaganda social media zelenskiy stoprussia,en,whats opinion current situation regardless fake propaganda social media zelenskiy stoprussia,_
1458,1458,26/02/2022,08:25:58,president support like rt,en,president support like rt,_
1459,1459,26/02/2022,08:24:56,bad dream woke 2024 rahul gandhi become prime minister india 3 starts india surrounded 2 nuclear powers 1 china 2 pakistan bangladesh afganisthan sri lanka covering india worldwariii indians,en,bad dream woke 2024 rahul gandhi become prime minister india 3 starts india surrounded 2 nuclear powers 1 china 2 pakistan bangladesh afganisthan sri lanka covering india worldwariii indians,_
1460,1460,26/02/2022,08:24:38,much dont like say imagine must send troops putins first stop aboard train destruction,en,much dont like say imagine must send troops putins first stop aboard train destruction,_
1461,1461,26/02/2022,08:24:33,"going stop welcome zone ""war kills people also kills dream hope"" ukrainewar stopwar itspeacetime talktime",en,"going stop welcome zone ""war kills people also kills dream hope"" ukrainewar stopwar itspeacetime talktime",_
1462,1462,26/02/2022,08:24:27,slowly woven web unsc unitednations,en,slowly woven web unsc unitednations,_
1463,1463,26/02/2022,08:24:08,jeffc42 bowtellpeter say makes sense badly want true end divided along dnieper river stop thats unjust anyway hand eastern flank40k putins mobilized forces150k eyes lunatic ready,en,jeffc42 bowtellpeter say makes sense badly want true end divided along dnieper river stop thats unjust anyway hand eastern flank40k putins mobilized forces150k eyes lunatic ready,_
1464,1464,26/02/2022,08:23:47,every time common man suffer every situation,en,every time common man suffer every situation,_
1465,1465,26/02/2022,08:23:35,china india abstinence delayed never wise option put billions lives danger millions lives,en,china india abstinence delayed never wise option put billions lives danger millions lives,_
1466,1466,26/02/2022,08:23:21,money spent wars made much safer peaceful place warinukraine nowar dogelonwarriors p2ptaxi,en,money spent wars made much safer peaceful place warinukraine nowar dogelonwarriors p2ptaxi,_
1467,1467,26/02/2022,08:22:21,capitalism control usual… usa doesnt even protect citizens 🇺🇸in virus want go save 🥴 wars profit boost economies bomb 💣 countries build mcdonalds 🙄,en,capitalism control usual… usa doesnt even protect citizens 🇺🇸in virus want go save 🥴 wars profit boost economies bomb 💣 countries build mcdonalds 🙄,_
1468,1468,26/02/2022,08:21:35,fuck invading palestinians pulling victim card,en,fuck invading palestinians pulling victim card,_
1469,1469,26/02/2022,08:21:15,finland sweden next try join,en,finland sweden next try join,_
1470,1470,26/02/2022,08:20:53,turkey closes pass ships would mean declaring turkey consequences please zelensky zelenskyyua stop posting fakes im begging situation serious enough,en,turkey closes pass ships would mean declaring turkey consequences please zelensky zelenskyyua stop posting fakes im begging situation serious enough,_
1471,1471,26/02/2022,08:20:32,civilians pay highest price,en,civilians pay highest price,_
1472,1472,26/02/2022,08:20:12,ppl committed fulfilling desires place conflict wothers whose desires competing ppl want really need taking others whose needs going unmet bitcoin quote 1godquote,en,ppl committed fulfilling desires place conflict wothers whose desires competing ppl want really need taking others whose needs going unmet bitcoin quote 1godquote,_
1473,1473,26/02/2022,08:20:03,due current situation jayz 1267 problems warinukraine worldwariii,en,due current situation jayz 1267 problems warinukraine worldwariii,_
1474,1474,26/02/2022,08:20:02,already crimes,en,already crimes,_
1475,1475,26/02/2022,08:19:59,usa kept busy terror 2 decades destroyed afghanistan iraq syria name arab spring looted arabs created unrest regions nobody called worldwariii become,en,usa kept busy terror 2 decades destroyed afghanistan iraq syria name arab spring looted arabs created unrest regions nobody called worldwariii become,_
1476,1476,26/02/2022,08:17:35,need stronger europe better europe ♥️ 🇮🇹 🇪🇺 eu italia italy zelensky,en,need stronger europe better europe ♥️ 🇮🇹 🇪🇺 eu italia italy zelensky,_
1477,1477,26/02/2022,08:17:10,swift cut putins balls democracy freedom one wins,en,swift cut putins balls democracy freedom one wins,_
1478,1478,26/02/2022,08:16:46,"cathrynisland samhersh01 maybe theyre crying nationalist propaganda many many good canadians slipped maybe theyre alarmed neighbours calling violence appeal morality ""we threat"" nation nationalism",en,"cathrynisland samhersh01 maybe theyre crying nationalist propaganda many many good canadians slipped maybe theyre alarmed neighbours calling violence appeal morality ""we threat"" nation nationalism",_
1479,1479,26/02/2022,08:16:23,stoprussia istandwithukraine want share ways know help situation without front line totally u wish im going share normal people help whether devloping developed countries,en,stoprussia istandwithukraine want share ways know help situation without front line totally u wish im going share normal people help whether devloping developed countries,_
1480,1480,26/02/2022,08:15:55,un unitednations significant achievement ever made mankind yes fact current international order doesnt work supposed still fixable stop take things grantedthe alternative hell ibelieveinun 🗣🇺🇳 nowarnowwiii,en,un unitednations significant achievement ever made mankind yes fact current international order doesnt work supposed still fixable stop take things grantedthe alternative hell ibelieveinun 🗣🇺🇳 nowarnowwiii,_
1481,1481,26/02/2022,08:15:45,every story ends peace sooner later became deprived loved ones always remain restless unable find peace,en,every story ends peace sooner later became deprived loved ones always remain restless unable find peace,_
1482,1482,26/02/2022,08:15:13,possibility yet somehow bidenadministration somehow democrats fault despite power government keep blind stay stuck 3,en,possibility yet somehow bidenadministration somehow democrats fault despite power government keep blind stay stuck 3,_
1483,1483,26/02/2022,08:14:49,omg going earth returning earth really moving forward stop madness really one planet spaceship earth please stay calm support aggressive opinions peace moondotship crew1 moondot stemed,en,omg going earth returning earth really moving forward stop madness really one planet spaceship earth please stay calm support aggressive opinions peace moondotship crew1 moondot stemed,_
1484,1484,26/02/2022,08:14:40,im pretty sure china wants west intervene start well join truly hope tensions burnt better values power changing one likes west power house,en,im pretty sure china wants west intervene start well join truly hope tensions burnt better values power changing one likes west power house,_
1485,1485,26/02/2022,08:14:35,mobin911 bkrniazi29 probably know capable of… destroy whole,en,mobin911 bkrniazi29 probably know capable of… destroy whole,_
1486,1486,26/02/2022,08:14:14,unitednations significant achievement ever made mankind yes fact current international order doesnt work supposed still fixable stop take things grantedthe alternative hell ibelieveinun 🗣🇺🇳 nowarnowwiii,en,unitednations significant achievement ever made mankind yes fact current international order doesnt work supposed still fixable stop take things grantedthe alternative hell ibelieveinun 🗣🇺🇳 nowarnowwiii,_
1487,1487,26/02/2022,08:14:00,condition right ukrainerussiaconflict,en,condition right ukrainerussiaconflict,_
1488,1488,26/02/2022,08:13:29,woah teetering one tiny error whole global conflag go nowar,en,woah teetering one tiny error whole global conflag go nowar,_
1489,1489,26/02/2022,08:13:12,important remember fault russians poutine even everything happening 🙏🏼,en,important remember fault russians poutine even everything happening 🙏🏼,_
1490,1490,26/02/2022,08:12:58,ukrainerussiaconflict,en,ukrainerussiaconflict,_
1491,1491,26/02/2022,08:12:41,2020 covid 2021 recovery covid thinking 2022 better le 2022 3 ⚰️💀 worldwariii,en,2020 covid 2021 recovery covid thinking 2022 better le 2022 3 ⚰️💀 worldwariii,_
1492,1492,26/02/2022,08:11:45,china india need stand freedom rn… wont narrative beginning change longer isolated,en,china india need stand freedom rn… wont narrative beginning change longer isolated,_
1493,1493,26/02/2022,08:11:32,bbcrosatkins imsharar president zelensky played sensibly safe saved people prime responsibility instead banking guarantees america tv actor might thought also film,en,bbcrosatkins imsharar president zelensky played sensibly safe saved people prime responsibility instead banking guarantees america tv actor might thought also film,_
1494,1494,26/02/2022,08:11:30,nypost time europe usa choose iran replace energy gas sectors helping iran resolving problems iran definitely removed many scenes stoprussia standwithukriane,en,nypost time europe usa choose iran replace energy gas sectors helping iran resolving problems iran definitely removed many scenes stoprussia standwithukriane,_
1495,1495,26/02/2022,08:11:08,oil every country would troops would started ukrainian ppl would safe ukrainewar ukraineinvasion,en,oil every country would troops would started ukrainian ppl would safe ukrainewar ukraineinvasion,_
1496,1496,26/02/2022,08:11:02,muslim countries come hypocrisy crush israel america,en,muslim countries come hypocrisy crush israel america,_
1497,1497,26/02/2022,08:10:36,wolrd 3 memes collections,en,wolrd 3 memes collections,_
1498,1498,26/02/2022,08:10:29,wsws_updates ltrotsky21 warontherocks point seemed logon one step much closer actions capt dumbkuf,en,wsws_updates ltrotsky21 warontherocks point seemed logon one step much closer actions capt dumbkuf,_
1499,1499,26/02/2022,08:09:48,super stressed laughing funny thoughts seen thought hehe meme,en,super stressed laughing funny thoughts seen thought hehe meme,_
1500,1500,26/02/2022,08:09:36,jane2465 biz_ukraine_mag think zelenskyyua delete tweet appears inaccurate could cause,en,jane2465 biz_ukraine_mag think zelenskyyua delete tweet appears inaccurate could cause,_
1501,1501,26/02/2022,08:09:11,absence violence men create absence indignation women create redpill,en,absence violence men create absence indignation women create redpill,_
1502,1502,26/02/2022,08:08:45,genx poptart,en,genx poptart,_
1503,1503,26/02/2022,08:08:21,many educated journalists contact list spreadlove,en,many educated journalists contact list spreadlove,_
1504,1504,26/02/2022,08:08:14,mittromney go phuck peep trumps four years wonder,en,mittromney go phuck peep trumps four years wonder,_
1505,1505,26/02/2022,08:08:00,ucraina russianinvasion mi24p armed forces operates gostomel destroy enemys landings follow telegram 👉,en,ucraina russianinvasion mi24p armed forces operates gostomel destroy enemys landings follow telegram 👉,_
1506,1506,26/02/2022,08:07:33,breaking 🇹🇷 turkey bans warships entering black sea breakingnews,en,breaking 🇹🇷 turkey bans warships entering black sea breakingnews,_
1507,1507,26/02/2022,08:07:25,let women fight previous wars fought men inequality cant tolerated,en,let women fight previous wars fought men inequality cant tolerated,_
1508,1508,26/02/2022,08:06:40,good hear countries trying something like romania stop madness megalomaniac smells like anschluss austria easy think wont affect truth ukraineinvasion,en,good hear countries trying something like romania stop madness megalomaniac smells like anschluss austria easy think wont affect truth ukraineinvasion,_
1509,1509,26/02/2022,08:05:39,fearlessswift19 manasvi88048160 ayush_rwl high possibility face never eu resolve issue immediately solution,en,fearlessswift19 manasvi88048160 ayush_rwl high possibility face never eu resolve issue immediately solution,_
1510,1510,26/02/2022,08:05:29,maguire benchedis waiting fo munwat,en,maguire benchedis waiting fo munwat,_
1511,1511,26/02/2022,08:04:53,🇬🇧 uk prime minister boris johnson calls end involvement swift – cnnphvpdebate breakingnews,en,🇬🇧 uk prime minister boris johnson calls end involvement swift – cnnphvpdebate breakingnews,_
1512,1512,26/02/2022,08:04:00,nuclear warinukraine worldwariii survive nuclear apocalypse thread,en,nuclear warinukraine worldwariii survive nuclear apocalypse thread,_
1513,1513,26/02/2022,08:03:13,"state politics entertainment etc kanyae almost every politician talking heads hosts isnt word ""sophist"" isnt used esplain ignorance look hard abbottfailedtexasagain politicslive yolo",en,"state politics entertainment etc kanyae almost every politician talking heads hosts isnt word ""sophist"" isnt used esplain ignorance look hard abbottfailedtexasagain politicslive yolo",_
1514,1514,26/02/2022,08:03:03,ask bbc itv nbcnews well name itare focusing one thing one tragedy thought alllivesmatter news ukrainewar whiteprivilege,en,ask bbc itv nbcnews well name itare focusing one thing one tragedy thought alllivesmatter news ukrainewar whiteprivilege,_
1515,1515,26/02/2022,08:02:29,davidb2789 least one members recall history nazi terror brutal slaughtering innocent people hitlers quest,en,davidb2789 least one members recall history nazi terror brutal slaughtering innocent people hitlers quest,_
1516,1516,26/02/2022,08:02:28,"🇬🇧 british prime minister johnson ""normalization relations possible"" breakingnews",en,"🇬🇧 british prime minister johnson ""normalization relations possible"" breakingnews",_
1517,1517,26/02/2022,08:01:18,moves icbm nuke warheads threaten latest videos link worldwariiiukraineunderattackbalakotairstrikeukrainerussiaukrainerussiawarrussiaukrainewarrussiaukraineputinhitlerputinisawarcriminalwwiiiworldwar3nato,en,moves icbm nuke warheads threaten latest videos link worldwariiiukraineunderattackbalakotairstrikeukrainerussiaukrainerussiawarrussiaukrainewarrussiaukraineputinhitlerputinisawarcriminalwwiiiworldwar3nato,_
1518,1518,26/02/2022,08:01:09,bholanath_bsf mjavinod need time,en,bholanath_bsf mjavinod need time,_
1519,1519,26/02/2022,08:01:05,means planning throw dirty bomb navo g20 fsb,en,means planning throw dirty bomb navo g20 fsb,_
1520,1520,26/02/2022,08:00:29,mjavinod need time tweet become reality,en,mjavinod need time tweet become reality,_
1521,1521,26/02/2022,07:59:41,moves icbm nuke warheads latest videos threaten worldwariiiukraineunderattackbalakotairstrikeukrainerussiaukrainerussiawarrussiaukrainewarrussiaukraineputinhitlerputinisawarcriminalwwiiiworldwar3nato,en,moves icbm nuke warheads latest videos threaten worldwariiiukraineunderattackbalakotairstrikeukrainerussiaukrainerussiawarrussiaukrainewarrussiaukraineputinhitlerputinisawarcriminalwwiiiworldwar3nato,_
1522,1522,26/02/2022,07:59:06,summoned 🇮🇱 israeli ambassador supporting condemning military operations breaking,en,summoned 🇮🇱 israeli ambassador supporting condemning military operations breaking,_
1523,1523,26/02/2022,07:59:01,rterdogan jensstoltenberg act escalate situation must retreat real news russiaukrainecrisis,en,rterdogan jensstoltenberg act escalate situation must retreat real news russiaukrainecrisis,_
1524,1524,26/02/2022,07:58:52,sacrificed justify invasion territory bitcoin warinukraine,en,sacrificed justify invasion territory bitcoin warinukraine,_
1525,1525,26/02/2022,07:58:47,pray everyone safe im hoping settled,en,pray everyone safe im hoping settled,_
1526,1526,26/02/2022,07:58:29,ukrainian president announced member turkey block warships black sea would major escalation member ukrainewar prepper preppers prepping preppertalk survival shtf,en,ukrainian president announced member turkey block warships black sea would major escalation member ukrainewar prepper preppers prepping preppertalk survival shtf,_
1527,1527,26/02/2022,07:58:29,another video tanks rolling cars unfortunately russians ukrainians partially tanks ans hard verify russland ukrainian kriegineuropa kyiv natowhat,en,another video tanks rolling cars unfortunately russians ukrainians partially tanks ans hard verify russland ukrainian kriegineuropa kyiv natowhat,_
1528,1528,26/02/2022,07:57:45,women today equal rights men 3 breaks belong kitchen feminism,en,women today equal rights men 3 breaks belong kitchen feminism,_
1529,1529,26/02/2022,07:56:17,dear vladimir behalf zimbabwe l would like distance statement made naledi pandor pertaining conflict naledi malawi real surname phiriwhich translated pandorwwiii umjid' oyiswiii,en,dear vladimir behalf zimbabwe l would like distance statement made naledi pandor pertaining conflict naledi malawi real surname phiriwhich translated pandorwwiii umjid' oyiswiii,_
1530,1530,26/02/2022,07:53:13,sweetsinner3 accuracy hodling taken whole new meaning,en,sweetsinner3 accuracy hodling taken whole new meaning,_
1531,1531,26/02/2022,07:53:11,one thing seems shine worlds atrocities humans around love want friends greedy idiot leaders screw things set,en,one thing seems shine worlds atrocities humans around love want friends greedy idiot leaders screw things set,_
1532,1532,26/02/2022,07:53:04,hitler vs stalin,en,hitler vs stalin,_
1533,1533,26/02/2022,07:52:45,stop,en,stop,_
1534,1534,26/02/2022,07:51:15,president pukin' president dictator looked like mutant started made poor name starts everyone pukin' zelenskyy stoprussia nuclearwar nukes,en,president pukin' president dictator looked like mutant started made poor name starts everyone pukin' zelenskyy stoprussia nuclearwar nukes,_
1535,1535,26/02/2022,07:51:06,breaking update reportedly turkey closes black sea warships ukrainecrisis ukrainerussiacrisis russiaukrainecrisis,en,breaking update reportedly turkey closes black sea warships ukrainecrisis ukrainerussiacrisis russiaukrainecrisis,_
1536,1536,26/02/2022,07:50:40,covid19 thing talked much…🤔 covid19,en,covid19 thing talked much…🤔 covid19,_
1537,1537,26/02/2022,07:50:17,touched heart asked man right true hero ukrainewar prayingforukraine putinisawarcriminal,en,touched heart asked man right true hero ukrainewar prayingforukraine putinisawarcriminal,_
1538,1538,26/02/2022,07:50:09,⭕💥 ukrainian military plane shot two hours ago kept burning ammo inside украина,en,⭕💥 ukrainian military plane shot two hours ago kept burning ammo inside украина,_
1539,1539,26/02/2022,07:49:59,chickenshitjoe hiding bidenworstpresidentever bidenworstpresidentever blamebidenvoters,en,chickenshitjoe hiding bidenworstpresidentever bidenworstpresidentever blamebidenvoters,_
1540,1540,26/02/2022,07:49:40,nigeria saga cant use youre useless stay woke,en,nigeria saga cant use youre useless stay woke,_
1541,1541,26/02/2022,07:49:39,breaking update ukrainian president volodymyrzelensky calls prime minister narendramodi asks political support unsc explained situation ground ukrainecrisis ukrainerussiacrisis russiaukrainecrisis,en,breaking update ukrainian president volodymyrzelensky calls prime minister narendramodi asks political support unsc explained situation ground ukrainecrisis ukrainerussiacrisis russiaukrainecrisis,_
1542,1542,26/02/2022,07:49:34,mason russiaukraine,en,mason russiaukraine,_
1543,1543,26/02/2022,07:49:26,imagine amount pressure indian students wishing happen jeemains2022 get cancelled start giving value talent knowledge importance marks,en,imagine amount pressure indian students wishing happen jeemains2022 get cancelled start giving value talent knowledge importance marks,_
1544,1544,26/02/2022,07:49:00,breaking turkey bans warships entering black sea ukrainewar,en,breaking turkey bans warships entering black sea ukrainewar,_
1545,1545,26/02/2022,07:48:05,"upset everyone knows attacked media references military operation ""attack invasion declaration warwill immediately censored communications regulator roskomnadzor invasion nuclear",en,"upset everyone knows attacked media references military operation ""attack invasion declaration warwill immediately censored communications regulator roskomnadzor invasion nuclear",_
1546,1546,26/02/2022,07:47:12,tired merely destroying country joey moved destroying bidenswar blamebidenvoters,en,tired merely destroying country joey moved destroying bidenswar blamebidenvoters,_
1547,1547,26/02/2022,07:46:45,angelabelcamino potus discharged soldiers military vaccinated draft vaccinated makeitmakesense potus military vaccinemandate veteran,en,angelabelcamino potus discharged soldiers military vaccinated draft vaccinated makeitmakesense potus military vaccinemandate veteran,_
1548,1548,26/02/2022,07:46:42,defense ministry ukrainian extremist nationalist groups targeting civilians accuse forces russiaukraine,en,defense ministry ukrainian extremist nationalist groups targeting civilians accuse forces russiaukraine,_
1549,1549,26/02/2022,07:46:37,hansweitmayr nntaleb 🤣 ok youve made points dumb yall admit theres still argument made europe etched ever closer borders know never accept case point cuba eřģo negotiate ■ ●,en,hansweitmayr nntaleb 🤣 ok youve made points dumb yall admit theres still argument made europe etched ever closer borders know never accept case point cuba eřģo negotiate ■ ●,_
1550,1550,26/02/2022,07:46:06,ensure alternative dispute resolution clause inserted transactions stop destroying relationship avoidable interminable litigations breaking kiev defi nftgiveaway gamefi eldenring stoprussia,en,ensure alternative dispute resolution clause inserted transactions stop destroying relationship avoidable interminable litigations breaking kiev defi nftgiveaway gamefi eldenring stoprussia,_
1551,1551,26/02/2022,07:46:01,gen grew threat nuclear shaped writer 1rst novel originals changed way see horrified weve returned shadow,en,gen grew threat nuclear shaped writer 1rst novel originals changed way see horrified weve returned shadow,_
1552,1552,26/02/2022,07:45:54,step one go freeukraine,en,step one go freeukraine,_
1553,1553,26/02/2022,07:45:10,tell puttin im ready,en,tell puttin im ready,_
1554,1554,26/02/2022,07:45:09,2022 showed canadian truckers along civilians soldiers heros career politicians every side every country bad guys truckersforfreedom2022 bidenswar lessgovernment,en,2022 showed canadian truckers along civilians soldiers heros career politicians every side every country bad guys truckersforfreedom2022 bidenswar lessgovernment,_
1555,1555,26/02/2022,07:45:03,say gender equality myth finally time negate auratmarch2022 auratmarch auratmarchlahore worldwariii,en,say gender equality myth finally time negate auratmarch2022 auratmarch auratmarchlahore worldwariii,_
1556,1556,26/02/2022,07:44:36,cant tell actual start flexing hard 😑,en,cant tell actual start flexing hard 😑,_
1557,1557,26/02/2022,07:44:33,latest videos kyiv kiev,en,latest videos kyiv kiev,_
1558,1558,26/02/2022,07:44:15,lithuania joins poland estonia latvia bulgaria romania czechia uk closing airspace aircraft creating major eastwest block air travel ukrainewar prepper preppers prepping preppertalk survival shtf,en,lithuania joins poland estonia latvia bulgaria romania czechia uk closing airspace aircraft creating major eastwest block air travel ukrainewar prepper preppers prepping preppertalk survival shtf,_
1559,1559,26/02/2022,07:44:15,gaza one stands them😶 worldwariii,en,gaza one stands them😶 worldwariii,_
1560,1560,26/02/2022,07:43:28,stop peaceforukraine,en,stop peaceforukraine,_
1561,1561,26/02/2022,07:41:34,people believing comedian cannot lead nation ignorant fact zelenskyy law degree,en,people believing comedian cannot lead nation ignorant fact zelenskyy law degree,_
1562,1562,26/02/2022,07:41:02,italy publicly backing proposal ban swift move endorsed rest eu bloc blocking moscow system would require unanimity among 27 eu countries ukrainewar,en,italy publicly backing proposal ban swift move endorsed rest eu bloc blocking moscow system would require unanimity among 27 eu countries ukrainewar,_
1563,1563,26/02/2022,07:40:07,turkey bans warships entering black sea turkey ukrainewar,en,turkey bans warships entering black sea turkey ukrainewar,_
